id_restaurant,name,review_id,text,rating
snqZMUD_7QynNpH_BJhrkw,Essaouira,g3wGU8Kks0ZeumgnCQV8wA,"I knew this Moroccan place for many years under the name ""Al Mounia"" and it was very good
And back to the same place under the new name ""Essaouira"" was a...",4
snqZMUD_7QynNpH_BJhrkw,Essaouira,Nc1S-8c9hdUncXAhBb7X5w,We felt the food was good but not exceptional. And we are accustomed to Moroccan dishes/restaurants. Our couscous dishes were about 22E each and the Kafka...,3
-y7jgZ3cSCorkeXYGqyweA,Fresh Noodles & Wok,MVrwSpjlfupzt8E93BBiCA,"I've been here twice and the noodles haven't disappointed yet! 

The service is super quick and the staff understands English if you aren't able to speak...",4
-y7jgZ3cSCorkeXYGqyweA,Fresh Noodles & Wok,Ld12BVEekv0L2n7efrPD0Q,"Some friends recommenced this restaurant. It had decent reviews, so we gave it a try. The prices were very reasonable. The space was inviting and it was...",3
-y7jgZ3cSCorkeXYGqyweA,Fresh Noodles & Wok,9H8m9r_wfxNiftrRT2mI3Q,We had Ramen soup with chicken and beef. It was really tasty and the portions were very big. It could be a little bit spicier. The price is fair and the...,4
SILPu61sqx5oTuoyUVK4Tw,L'Entente,F530kXWYfzhfDDiTQbhJPw,"Nice British Brasserie, with a streamlined tasteful decor and cool vibe...
Fish and Chips is definitely up to par with what is expected, because of the...",5
SILPu61sqx5oTuoyUVK4Tw,L'Entente,SoaHEUtuzNdu0YbvfzqMXw,"We ended up going here as it was one of the few places on OpenTable in Paris. L'Entente is an ... odd restaurant. It's like a British pub, with British pub...",3
SILPu61sqx5oTuoyUVK4Tw,L'Entente,8sDXXYHAINNFnCsufdAKaQ,This place was amazing and just perfect for our last night in Paris. The ambience was warm and welcoming. The service was prompt and courteous from everyone...,5
kdVwJe2eBVgKeeVu99hArQ,La Cuisine de Chez Moi,I-r8Nj6xkFOdAkTQlhiABQ,"We went as a group of 10.  There was a bit of miscommunication with the reservation and they were expecting us on a different date.  Nevertheless, they...",5
kdVwJe2eBVgKeeVu99hArQ,La Cuisine de Chez Moi,bFnoQbtwtI36KkJBydO81g,"This is truly a hidden gem in Paris . Was craving for Chinese food and we are excited to have found this place through yelp .

Very friendly and nice lady...",5
kdVwJe2eBVgKeeVu99hArQ,La Cuisine de Chez Moi,M19eY2zFMlCEFG67u6hZpw,Another day and another search for dumplings. This time I walked into the wrong place. I had wanted to go to the place down the street but the picture on...,4
xcC4XZCk2cSPxfHGKcGfPg,Chez Alain Miam Miam,SDtClqoHQ8ot1_NkFU4f5g,"The comté cheeseeee, my mouth is watering just thinking of all that melted goodness over my sandwich. The ingredients are fresh, and absolutely...",5
xcC4XZCk2cSPxfHGKcGfPg,Chez Alain Miam Miam,_shTvzTCK48IU99rN4GlwA,I read about this place and was so happy I made it over later afternoon. I liked watching the guys make some sandwiches for other customers as I got to see...,4
xcC4XZCk2cSPxfHGKcGfPg,Chez Alain Miam Miam,tECBmkyzvBjPNiMtYesHkA,"We are so lucky we went close to closing! There was little to no one in the shop so we received all of the attention - even got to sample some cheese, and...",5
nB_9kzgII13vfX6LNAdi9g,Odette,dBCPYtXeRiqhIvyO81YfCg,"We had a fantastic diner. Everything was amazing from veal appetizer with peach , shrimp appetizer then Main course OMG we had the steak for 2 This was sooo...",5
nB_9kzgII13vfX6LNAdi9g,Odette,5EhQWLsRRGNZQKKFwLY_wQ,The service here is excellent and the interior is beautiful.  I stayed at the hotel and came for breakfast. It was wonderful and definitely affordable. Next...,5
nB_9kzgII13vfX6LNAdi9g,Odette,o7ug_4h5bPUv8vTsyHcbTA,"If you ever travel to Paris, don't miss this gem! Each dish balances subtle flavors with delightful appeals to your senses. Delicious!",5
ce3vXRUtUKZjbGf2fv8VzQ,Ober Mamma,dRG2Gw5UqqSISzB8R1ogNA,"Great Italian restaurant. It's a chain of 4-5 restaurants, each with its own unique decor and fun ambience but all serve really good Italian food. Busy and...",5
ce3vXRUtUKZjbGf2fv8VzQ,Ober Mamma,LMFa7NjHHfMqre8DPK2IZg,"Atmosphere is great, and the food is beautiful. My pasta was lacking some flavor, but the quality of all ingredients was high. The pizza was well done....",4
ce3vXRUtUKZjbGf2fv8VzQ,Ober Mamma,J6EfUh5UG5vDlY5GcNvi2A,"Ober Mamma blew me away with it's ability to navigate a restaurant during covid. It had ample outdoor seats, spaced very well from each other! The ambiance...",5
pjamP0dgw5Yim3FCpx9WXQ,Kokoro,AKaYPfQyadz0Z0BBCDrmqw,"Delicious food. Amazing staff. We had the three course meal of the evening. Mussels, whitefish ,rabbit and dessert. The flavors were wonderful.",5
pjamP0dgw5Yim3FCpx9WXQ,Kokoro,ZGmOM1cJlwmbRFZ_oSLT9w,"Excellent food and service. No English menus, but staff was happy to translate verbally. Menu offers just a few starters and main dishes. The real reason to...",5
u0PQ2A4w14iMWrrk5pWGUA,Bistrot Richelieu,9y_wqIdRYFnuCr51ShTcqA,I had ravioli and creme brûlée that were both so delicious. My friend really enjoyed her meal too. We walked over from the Louvre and this was one of the...,5
u0PQ2A4w14iMWrrk5pWGUA,Bistrot Richelieu,HtPG9bGiP59NAr-jQmYmZg,"TL:DR It's a TRAP!!! Find another French restaurant now. 

Stumbled upon Bistrot Richelieu after looking at the highly rated reviews on Yelp and Google (our...",2
u0PQ2A4w14iMWrrk5pWGUA,Bistrot Richelieu,y8sLdqqjENPmEehCAkdtUQ,Had my first traditional French meal here during my first night in Paris and I'm really glad I did! Service was great because they were super accommodating...,4
d62JZpmI45AseBwTypnJ8g,Le Caveau du Palais,IODaSyYOJX0qKHkePInKoA,"Great service, great food, clean and elegant. Not flocked by tourist. 

Excellent location - right behind Sainte Chapelle and Notre Dame.",5
d62JZpmI45AseBwTypnJ8g,Le Caveau du Palais,49XUEhEVXRnDKIJcU3edpA,"Located on the northern tip of the Ile de la Cite, not too far from Henri IV's statue.  We had reservations at another place around the corner, which was...",3
d62JZpmI45AseBwTypnJ8g,Le Caveau du Palais,2nAAJGhIuGhsXfaKNp_xSA,"A very pretty, very good restaurant in a very pretty courtyard steps from Notre Dame, St. Chappelle and the tour boats? Try the fish!",5
9ACptOR-HKm38LCwSXILgA,Les Bains - La Salle à Manger,Hxo092XQNRcJqsPsayZt-A,AMAZING PLACE! We went for brunch but cant wait to go for dinner! The place GORGEOUS. FOOD EXCELLENT W ATTENTION PAID TO ORGANIC! If you want to go to a...,5
9ACptOR-HKm38LCwSXILgA,Les Bains - La Salle à Manger,24kzVKO-U4YB6dTId3iqaA,"One of the best dinners we have ever had. Lamb was unbelievable, pork belly was delicious. Decent wine selection. Fun atmosphere. Friendly, helpful service.",5
kYb2q4Li8Cw2PY_I9lCJOw,Chez Janou,TPsOaVCvXcAFZGlxKZ82DA,"This was one of our favorite restaurants in Paris.  It's seemingly always busy and incredibly lively. Full of locals, but also a decent amount of tourists....",5
kYb2q4Li8Cw2PY_I9lCJOw,Chez Janou,uKHzrhrEQtZsh8wOUPDoXA,"My family had an excellent experience eating here! We got there around 7:30pm and they were able to get us a table and it wasn't super busy at first, but by...",4
kYb2q4Li8Cw2PY_I9lCJOw,Chez Janou,MPOh2CHGzVz_wI4s-x8PVg,My heart breaks that I'm giving this restaurant two stars. This review will be long but please stick with it because the payout is WORTH. IT. While the food...,2
YRMHyCvqMz_lLgpqjNj_tw,La Droguerie du Marais,B3fibWu1vIgXhF7c-EOeHg,La Droguerie du Marais serves up the very BEST crepes in all of Paris.  It's a small shop with maybe 2 or 3 tables inside.  Most people get the crepes to...,5
YRMHyCvqMz_lLgpqjNj_tw,La Droguerie du Marais,71r72P9VXoEDnw7bDEkH1g,"This is one of the best crepes I ever tasted in my life.  We had horrible crepes in Paris during our last visit.  So this year, we decided to follow the...",5
YRMHyCvqMz_lLgpqjNj_tw,La Droguerie du Marais,B381m-8C5ADoNReq3ltrLw,"We came straight here after visiting Versailles.
There was no line so we ordered right away.
We got the Reine and nutella banana crepes
My Reine crepe is...",5
WqXhQg1Nhv4pffAHp-3JyA,Ô Chateau,AzwRFn3Yb98_bWtHUANb6A,"Even though O Chateau was booked solid, they made space for my sister-in-law and I and we had a great evening. Estefania was an excellent sommelier and made...",5
WqXhQg1Nhv4pffAHp-3JyA,Ô Chateau,yJLzIarzrlLxNCjoas0Mxw,"We made reservations for the Champagne Tour, a bit of a splurge ($600) for the two of us (which is the reason I am posting a relatively lengthy review) but...",4
WqXhQg1Nhv4pffAHp-3JyA,Ô Chateau,-Ve_2vfxmgpm7rExxsryBA,A must visit if you're visiting and would like a wine tasting. My friend and I went through many different reviews of places and I'm so glad we decided on Ô...,5
5jviAXLXm5E78wlpE0pTxA,Iovine's,k5wlLMbRkOF5u717zuiJfA,Delish food made with good high quality ingredients. Pizza crust was delicious! Super thin in the middle and extremely fluffy on the edges!! Amazing!,5
5jviAXLXm5E78wlpE0pTxA,Iovine's,7SBYXs4548qNVoPB1Bqxhw,I walked past this restaurant after a meal and forgot all about it but I had saved it so the next year I was in Paris this popped up and I was able to enjoy...,4
5jviAXLXm5E78wlpE0pTxA,Iovine's,1wK0t9OnMM9YkKojz78bIw,"Three stars for experience- 5 stars food.

The pizzas were excellent.

Getting my order wrong, not cool.
Not bringing requested water on a hot day...",3
R5ImUtOW5c6rEDQUPu94FQ,Le Rubis,PSPrO06D47jSuoBQHTW-aA,A great little gem of a restaurant! Our hotel was right around the corner from this place & one night on our walk home I saw a ton of people drinking wine &...,5
R5ImUtOW5c6rEDQUPu94FQ,Le Rubis,Mr6m-o78wE9YwKXArVt1bA,"What a pleasant surprise.

Warm staff and a truly amazing French dining experience.

We enjoyed our choices.. the salade de tomat, lentils, jambon aperitif...",5
R5ImUtOW5c6rEDQUPu94FQ,Le Rubis,47-Tl01NzRWtQdrqdWthNg,"This place is fantastic. I feel like I had an authentic French experience here. 

Decision to come here was based on previous reviews. And they're pretty...",5
skkSs9EZUiQeMVxEEkjIqA,Maison Sauvage,dFK4g5DVfd3mPxOWqigkVA,"Sunday morning brunch; the waiters were fantastic despite how busy they all were (and by busy, I mean crazy-Sunday-Morning-busy).  Everyone worked...",4
skkSs9EZUiQeMVxEEkjIqA,Maison Sauvage,WsW3yy_EODsEkkBBhtmd0g,"If you are looking for breakfast in the morning, do not go at 0700 as the kitchen doesn't open until 8. The croissant was good!",3
skkSs9EZUiQeMVxEEkjIqA,Maison Sauvage,0pjvHZHLHfJ2W58eZfos6A,Really good waiters who are friendly and welcoming. Went during covid and you don't have to wear a mask outside on the open terrace or street seating. The...,4
WGm2729Xmwt0XJvRq0lN3w,Kodawari Ramen,Wuz6nrnt8n1U1GNh5Q6P2g,"Unforgettable Experience! 

I highly recommend this place if you want to try something new while in Paris. The atmosphere is amazing and you don't feel like...",4
WGm2729Xmwt0XJvRq0lN3w,Kodawari Ramen,JkJYuCgZvJ1jVHXiarKksQ,"My last night in Paris before heading home for thanksgiving, I've been in Strasbourg all day since 10am it's now 10pm,and dead tired too think about getting...",5
WGm2729Xmwt0XJvRq0lN3w,Kodawari Ramen,n7vhczJnaHHdjXYkDDElrw,"Such a gem nestled in the side-streets near the Louvre. I didn't expect myself to have Japanese food while in Paris, but Kodawari exceeded all expectations....",5
70xArgLO0k56YAytyBIHyg,Baguett's Café,udIgufs5v9d_dNr-WAdOIQ,"Wow, this breakfast place was amazing! We want to come back before we leave Paris. The food was absolutely delicious and it all tasted so fresh!",5
70xArgLO0k56YAytyBIHyg,Baguett's Café,HrF_OwrpYGW5GCNwwO0RCg,"Excellent breakfast! We ordered the French toast, pancakes, scrambled eggs with pastrami, yogurt with fruit and granola and cappuccinos! Everything was...",5
70xArgLO0k56YAytyBIHyg,Baguett's Café,BooKby6WioCsIGQPmlugfg,This is a must if you're in Paris!! The cafe is semi hard to find so look on the window for the sign. It's a small space like everything in this country but...,4
xEg_qiHxlud17zHXrTrFSQ,Ferdi,-Sqo2R2GDfuqetaW8yj2HA,HANDS DOWN... one of the best meals I've ever had in my life. The ham and mashed potatoes... oh my freaking god  everything was superb! I'm dying to fly...,5
xEg_qiHxlud17zHXrTrFSQ,Ferdi,BooU8iggLKWZcYU57A28Xg,"Finally we were able to find a table at Ferdi. We made sure to send a message two weeks ahead . If you want to eat at Ferdi , you should make reservations...",5
xEg_qiHxlud17zHXrTrFSQ,Ferdi,YT_Jxh7rZECeUGe6W-dQyA,"This place is hyped but they absolutely deliver. I feel like it sounds insane that I had the best burger I've ever eaten in Paris, but it's true. It's...",5
_qACPRqSQ6Nvd20H8EY3uw,Frenchie Restaurant,x3x-u13iHrhq6fp5FEOu2A,One of my best dining experience with reasonable prices! Every course is fantastically well presented. Platings were elegant and every bite was very...,5
_qACPRqSQ6Nvd20H8EY3uw,Frenchie Restaurant,MbWSP82BT9VwjCj_F1vtSQ,"Wonderful dining experience.
There is no menu. The food comes as the chef prepares.
I would highly recommend this restaurant for a date night. The...",5
_qACPRqSQ6Nvd20H8EY3uw,Frenchie Restaurant,walkEuy8LbkCyxayK0KwXA,"Here's the DL: first time in Paris, never thought much of French food = had very low expectations since all I was looking forward to was croissants in all...",5
4OEhHYGyNN5DIxpdSTUy_A,Restaurant le Meurice Alain Ducasse,--TDvPeXeWSbisByn3IAPQ,Please ensure to meet the dress code which does require a suit jacket.  For those whom may have forgotten a suit jacket or may not have packed one in the...,5
4OEhHYGyNN5DIxpdSTUy_A,Restaurant le Meurice Alain Ducasse,E5SSMyP16KJYNA5khl-rVw,Let's start off with the decor. The place is beautiful. The only weird elements were our swivel chairs and the silver frame LCD in the fake fireplace. The...,4
4OEhHYGyNN5DIxpdSTUy_A,Restaurant le Meurice Alain Ducasse,MTSLwVSqi9KIebkYw9AR5g,This popular Alain Ducasse restaurant in Le Meurice hotel in Paris is located within a short walking distance from the Louvre Museum. We arrived at our...,5
Bx9w5upaDemxCcDZHDppQw,Matamata Coffee Bar,NvKIKESX0-B6CgZCLwWLDQ,"THE BEST AVOCADO TOAST EVER!!!!!!!!

Alright fellow audience, some context here. I'm not a big fan of avocados or avocado toast. I came to Matamata Coffee...",5
Bx9w5upaDemxCcDZHDppQw,Matamata Coffee Bar,xQMHZ-vT_LEbArO-qFJIlg,"Thanks to Yelp we found the most hipster coffee bar in Paris. Upon visiting various Boulongeries, I noticed the coffee came from a nespresso machine or...",5
Bx9w5upaDemxCcDZHDppQw,Matamata Coffee Bar,5N-Aapq1Kakcz02QYwQwKQ,"From one coffee snob to another, this is the best Cafe Latte and Flat White in Paris. Took me a while to find good coffee in Paris, who knew it would be so...",5
CxlJcjM_Aqk8lOtJK6P-CQ,Fric-Frac,FmuYWCt1f2pmSlepvz6k6w,France is known for its signature take on the grilled cheese sandwich called a Croque Monsieur. While walking along the Canal Saint-Martin in the 11th...,5
CxlJcjM_Aqk8lOtJK6P-CQ,Fric-Frac,n_Q9q-HnGIe0k45sOyJyNw,"The place is cute, and the people who work there are very nice - but the food is mediocre at best",3
CxlJcjM_Aqk8lOtJK6P-CQ,Fric-Frac,8kM11wO10kLMMtB-y9Y91Q,"Sandwich lovers who happen to be in Paris: Meet Fric-Frac. 

Fric-Frac is a smaller-sized restaurant that offers hip, healthy and mouthwatering versions of...",4
cTE0bsuIPGVbJ2Zph-69NA,Buzkashi,FirDWu2XrVzjqaorpYvoig,"During Ramadan, I only get one meal a day and I decided to try this place and I was completely happy! 

The place offers the best traditional afghan food...",5
cTE0bsuIPGVbJ2Zph-69NA,Buzkashi,HHQFLuGxnoCgFTWBq5-PlQ,Great afghan food. Highly recommend making reservations because they are very busy. All the food is great and service is great as well.,5
cTE0bsuIPGVbJ2Zph-69NA,Buzkashi,EsapObwmp_soVHGSekMDTA,"Second time eating here which was just as good, if not better than the first time! This restaurant is a great little discovery near Place de Clichy,...",5
NfRFVlK7-4uV8-CcXVi0KA,Two Stories,rEB9frivA2eYnywVTEIeeA,"most likely my 1st stop on my return to paris!!!!

The food was really good here.. for dinner we had roast duck, sea bass, breads, pecan pie, bread pudding,...",5
NfRFVlK7-4uV8-CcXVi0KA,Two Stories,vlxWbau1OpVDoFONbbqwag,"Our servers was Antoine and he was hilarious/supe chill.

He gave us free toasts, champagne, and dessert and gave us great insight on Parisian culture....",5
NfRFVlK7-4uV8-CcXVi0KA,Two Stories,ZZkGmzurFxcOLYeCbO16iw,"With my wife living in France at the moment, I decided we would have a New Orleans brunch to remind her of home. Brunch is a big thing in Paris these days...",5
J8q2EjxuOk3v19R5xQWAFA,Café Blanc,vzswTwI2QsP0-fQitvVnrQ,"We came here on our first night in Paris and came back because we absolutely loved the Onion Soup and came back for more! 

Service is very good, they have...",5
J8q2EjxuOk3v19R5xQWAFA,Café Blanc,C6KFPiV6ATBSQ4yb8XJ39Q,"I had planned dinner nearby at a restaurant called Louise, however was confused by their hours of operation on their website which stated they are open...",5
J8q2EjxuOk3v19R5xQWAFA,Café Blanc,CZhyhlkWgq9mZK-8t3dKYw,"Surprisingly good!

Not far from the Louvre, this typical Parisian café is right across the street from the Ministry of Culture and Communication, with its...",4
JB7J97Y33N4g3QHP-8xEJA,Comptoir Gourmet,Vd5RbAT_eTnvrAFjF-LMCw,"I really loved the casual yet trendy feel of this restaurant when we walked past so we decided to give it a try. When we sat down, we realized a lot of...",5
JB7J97Y33N4g3QHP-8xEJA,Comptoir Gourmet,ywmGsZ-2nc6WueKCIeoehQ,"This place is awesome!!! Friendly, amazing food, good wine ... it's everything you want!
I don't have much words for it ... except that although I wasn't...",5
JB7J97Y33N4g3QHP-8xEJA,Comptoir Gourmet,XKpJpnjfW_mLp0Gzqzzxxw,"Great food and great service. Wonderful authentic Italian near the Pompidou Center. Very fresh pastas, focaccia bread and tasty wines, make this an easy...",4
VkF15jZQe3bYZdYK-irgYw,Bien Bien,hH_CO0dpAgIphCSbufJO8Q,"Excellent food and what a great find in Opera district in Paris... and THANKS TO YELP!!!

Absolutely everything is DELISH here!  Excellent flavors with...",5
VkF15jZQe3bYZdYK-irgYw,Bien Bien,Xselomx1xbp8tX4Q2I0d8w,"The spring rolls come in orders of 4 and they were pretty good, nice and crispy. For entree, I had the green curry with chicken. Surprised that it didn't...",3
VkF15jZQe3bYZdYK-irgYw,Bien Bien,kA6f5Ggk64hDfnZNrZLgnQ,"Pretty good Thai food. They are vegetarian (can substitute with tofu) friendly and speak English so you can really customize your meal, if needed. Overall,...",4
SkZWjUwmNgcCJJQvgJT1DQ,La Jacobine,qS3dYPMIfVVxjyV_957Bmg,"The duck tajine was some of the most tender duck I have ever had. I highly recommend people who don't like duck, which previously included me, to try  this...",5
SkZWjUwmNgcCJJQvgJT1DQ,La Jacobine,fxqPhpiscn1I27QwQ9WLIg,"THIS is where I had escargot for the first time in my life!!! I was very apprehensive, BUT who leaves Paris without trying escargot at least once?

Anyway,...",4
SkZWjUwmNgcCJJQvgJT1DQ,La Jacobine,6DxE_b_2JUbjAs1zFjfxsQ,"I came here last year when I was in Paris and this place did not disappoint! After a day of shopping and waiting for my parents, I walked into this cute...",5
XNfpjD7KWU-r1jB1SR3alg,Crêperie Saint Eustache,vMz3NTvOz8G5tdXIisIHkg,"very good crepes!! 
order anything, i'm sure it would not disappoint! 
lovely, friendly staff. 
accommodated 4 adults + 3 children!!",5
XNfpjD7KWU-r1jB1SR3alg,Crêperie Saint Eustache,ju6i8RsIIkMAAbDycqk3sQ,"Very, very small place walking distance from the Lourve. 

Pros:
-English menu, but the staff didn't speak English. 
-Fair prices 
-Lots of variety on the...",3
XNfpjD7KWU-r1jB1SR3alg,Crêperie Saint Eustache,po9ISd-EROuLqert0k4nKw,"This is a hidden gem that, thanks to Yelp, I found when I had a hankering for crepes. It's no bigger than a small apartment, but it's a mighty little...",4
LwRrembo4omcYIColDl12A,Enza & Famiglia Trattoria Pasta,GAGAPVUA4G6zNPi7Vtfumg,"Absolutely amazing! If you're looking to eat like you're in Italy while visiting Paris, I highly recommend this restaurant. 

Their burrata is amazing but...",5
LwRrembo4omcYIColDl12A,Enza & Famiglia Trattoria Pasta,kCHQtNuerwnI8tynwGHvJQ,This place is a fantastic Italian restaurant in the middle of a foodie heaven block in Paris. It is family owned and has a pizza themed restaurant around...,5
LwRrembo4omcYIColDl12A,Enza & Famiglia Trattoria Pasta,8BwiyEetevT_7AOtdiTvGw,"My two daughters (9 and 13), my wife and myself were on our last night in Paris and we wanted a great meal.  We were kind of done with the traditional...",5
vf0SfwWuKbwmJJvtmzAKcg,Le Gabriel,V1upxVEYkkKWpGongdb04w,"Amazing food and service. Top notch. The epitome of a fine dining restaurant where the chef takes simple ingredients, something that you'll have heard of,...",5
vf0SfwWuKbwmJJvtmzAKcg,Le Gabriel,GEX5gY7UZ9ScNEfY5KiThw,"My husband and I had the occasion to dine at Le Gabriel for lunch in early December 2018. The restaurant is situated inside La Reserve hotel, overlooking a...",4
vf0SfwWuKbwmJJvtmzAKcg,Le Gabriel,OR64Hyx93HYH5u4f1eegag,Why this strange title about a restaurant? Because both chef Jérôme Banctel and director Marco Tognon make us a superb show of what modern French cuisine is...,5
MN-I5rJBYAZwp2jeHXs_JQ,L'Alsacien,37Klq0mvBK1WkxnhI0HRCg,Stopped here for dinner on our first night in gai Paris. We stayed in the the 5th arrondissements  and walked across the Seine to the 1rst to satiate my...,5
MN-I5rJBYAZwp2jeHXs_JQ,L'Alsacien,1cSGu1znwqvBfIjiDRVfuQ,"A ton of promise, with a scrumptious Alsatian flammekuche to stave off the biting wet cold, but ultimately, there were a few missteps.

Our charcuterie...",3
MN-I5rJBYAZwp2jeHXs_JQ,L'Alsacien,zRGcnf9M2CbYXSud905sUA,Delicious light airy pizza food but better. The ladies working were very kind and patient. The desserts (we had the profiteroles) also did not disappoint....,5
1Klp5abILcizWWVuAUW21w,Le Petit Opportun,Ka-buD_TNR0jvTLWd5v0YA,"Great place to eat in the 1st. The owner is hospitable, funny and a wonderful host. Been here 4 times on 2 different visits and have never been...",4
1Klp5abILcizWWVuAUW21w,Le Petit Opportun,jWpBz0wHoGXpREE0q94-5Q,"Wonderful little café! C'est magnifique. The food, service and ambience were perfect for a lunchtimek café in Paris. I had the lunch special with Salade...",5
1Klp5abILcizWWVuAUW21w,Le Petit Opportun,MRbg0Lr8zH6ucHP28ZqowA,"Great place to have a drink or a home-made meal. The owner is very hospitable and enthusiastic, often cracking jokes with you. I live in the area and this...",5
QxfdhVOhpAcONGNaYqYMyg,Café Pouchkine,etoZn8sgS0-lgZ6FfpIHuA,This was probably my most disappointing meal while in Paris.  Café Pouchkine is on a busy corner in the 1st arrondissement with plenty of outdoor seating so...,2
QxfdhVOhpAcONGNaYqYMyg,Café Pouchkine,usuw0KYOTiD58x3GLwKyqQ,This place is gorgeous!  Most restaurants in Paris do not serve dinner until 7pm.  Came here a few weeks ago at around 6:30pm and only the main floor was...,4
QxfdhVOhpAcONGNaYqYMyg,Café Pouchkine,7F1lLHhfMezRMPYhOCXq5g,Really ornate eclectic dessert shop. At first I thought it was a casual place to grab a latte and dessert but upon coming inside it was more of a fine...,4
RAE8myRxvyiybF3NUmf-jg,Lobster Bar,QSP_pZGrqftLJT6cIKtibw,"So I really wanted welks and this restaurant was a Yelp recommendation. The restaurant itself is quaint and quirky. I loved the music, which was a mix of...",4
RAE8myRxvyiybF3NUmf-jg,Lobster Bar,Z-WvMStXj_NIjzWlXnnqFw,Came here for the lobster roll and it wasn't that great. Burger & Lobster  in London does it way better. Firstly the bun was just a regular hot dog bun and...,3
RAE8myRxvyiybF3NUmf-jg,Lobster Bar,GbnOdGtqMXcyCKN12jTowA,"I'm from New York, where we pretty much made lobster roll famous. I have to say, this place is pretty legit and delicious. Yes the price is a bit steep but...",5
coG7MrFUyZUxybC2S8fHFQ,La Rôtisserie d'Argent,mHjQRHuo17au8QdlJ6X47Q,"I was anticipating this meal after reading so many reviews. Really good service, very French, and quaint. 

I ordered the radish and butter appetizer with...",4
coG7MrFUyZUxybC2S8fHFQ,La Rôtisserie d'Argent,9FYJ_RiwKrIIZDMipGommQ,"My boyfriend and I had the chicken and the duck, it tasted wonderful, especially since this was our first meal of the day, unfortunately we both got...",1
coG7MrFUyZUxybC2S8fHFQ,La Rôtisserie d'Argent,-Zu2w83rz_ngxH7AXrzkHA,"Excellent meal. Roast half chicken, roasted potatoes and fresh roasted vegetables. Outstanding meal. Perfect flavors in the chicken, the vegies and roasted...",5
hiqQTVdbpcQtgCqu2M6PqQ,Le Cinq,zlYABwgWD4zeozZVomu4Ew,"Lunch at Le Cinq. Palace ambiance, yet approachable food and fantastic staff.

From the maitre d'hotel to the sommelier, waiter, assistant waiter and...",5
hiqQTVdbpcQtgCqu2M6PqQ,Le Cinq,NAvm9gTnCc1TqAvnp57SVQ,"My first and most amazing Michelin star restaurant experience. We booked the chef's tasting menu on our trip to Paris. It was romantic, beautiful and...",5
hiqQTVdbpcQtgCqu2M6PqQ,Le Cinq,S3PM-NE4EUy2XrdWJ69btQ,"It is only fitting that my 700th review be for one of the most memorable dining experiences I have ever had to date - Le Cinq.  

We were staying next door...",5
2qzLbDM1dkpsKyyCXAEXWw,Guy Savoy,yG9Mv_Hre_j8oHFpH2Vj5A,My wife and I just finished our meal here and we could not have been more satisfied. We chose this restaurant to celebrate our fifth wedding anniversary....,5
2qzLbDM1dkpsKyyCXAEXWw,Guy Savoy,ByxlIbb_udVfCH8mb-hPfw,I have waited to post my review to try and let the entire experience set in. August 1st we had lunch at this location ( I foolishly thought lunch would be...,5
2qzLbDM1dkpsKyyCXAEXWw,Guy Savoy,b9xQFsvKEgd0qk4t-OtcdA,"Celebrating Valentine's Day at 3-Michelin Star Guy Savoy is always a good idea.

We were hoping to partake in their Tasting Menu but were unfortunately...",5
RMawY4F3XYXgFS8tDqIGRg,Le Coq Rico,A2W7uohWCfWlQTJ6yxsNcg,"The Rooster RICO 
The Rich Bird 

I'm not sure of the exact translation but this joint knows how to the roast a bird!!!  

I got - 
Quarter chicken -...",5
RMawY4F3XYXgFS8tDqIGRg,Le Coq Rico,dFNEfVx382uoCMWAVJ8rlw,"Highly recommend reservations.  We tried  a week ahead of Thanksgiving to reservations for thanksgiving dinner here, but were full the entire day.  

On a...",4
RMawY4F3XYXgFS8tDqIGRg,Le Coq Rico,AS_YAWLWmrHplRObeATXXw,"One of the best meals I've had all year.  

The service was wonderfully attentive.  It was almost American in service standards.  We were want for nothing...",5
-sggfLHsfPbgXw5S6a7Jdg,Juvéniles,QrIu8mOyb7cD39aSXkNFyA,Small restaurant on a side street. Excellent friendly service.  Thank you Margaux!  Minimal but thoughtful menu and a choice of good wines at a reasonable...,5
-sggfLHsfPbgXw5S6a7Jdg,Juvéniles,I96HrLnWsK8LxqgCE7Hqbg,"Very crowded interiors but good food. Boyfriend and I came for dinner at 9pm after visiting the nearby Musee de les Arts Decoratifs, and it was jam packed....",4
-sggfLHsfPbgXw5S6a7Jdg,Juvéniles,f5JvHRVLa0gez4R5t5dtbA,This is probably the best food you'll have. The server was really nice and very friendly.  Order the chicken. It was so yummy. And the chocolate cake for...,5
vatPhRbtUkYxSeiZ-ev2wQ,The Frog & Underground,lyRFAZnXE2s2Ze2Wyl20vg,I had a pretty good solo experience here on a quiet Saturday afternoon. The place was short-staffed but given the demand on the team they did a nice job...,5
vatPhRbtUkYxSeiZ-ev2wQ,The Frog & Underground,-TFj9TUgExH9vVYXLvVshw,My mom and I went to The Frog & Underground after wanting some American-ish food while in Paris. We took the metro and walked to The Frog & Underground....,4
vatPhRbtUkYxSeiZ-ev2wQ,The Frog & Underground,l1KBqeqQCsJTgdFRh_kltg,I came. I sat after speaking to wait staff about where to sit. I'm here now 20 minutes (by a very busy table that has had wait staff on it multiple times)...,1
hfe0QLfHwyaiE_HBhkq9AA,Le Grenier de Notre-Dame,smrj_x5x0i_HdPhP_5Zg7Q,"Le Grenier de Notre Dame

The first vegetarian and macrobiotic restaurant in Paris!

Food****
The food came segmented on the plate, as much macrobiotic food...",4
